,Object_code,Function_code,Title,Category_State,Category_Edstruments,Major_Category_Edstruments,State
332,3301,,"OASDI/Medicare/Alternative, certificated positions",Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,California
333,3302,,"OASDI/Medicare/Alternative, classified positions",Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,California
334,3401,,"Health and Welfare Benefits, certificated positions",Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,California
335,3402,,"Health and Welfare Benefits, classified positions",Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,California
336,3501,,"State Unemployment Insurance, certificated positions",Employee Benefits,Unemployment Benefits,Employee Benefits,California
337,3502,,"State Unemployment Insurance, classified positions",Employee Benefits,Unemployment Benefits,Employee Benefits,California
338,3601,,"Workers’ Compensation Insurance, certificated positions",Employee Benefits,Workers Compensation,Employee Benefits,California
339,3602,,"Workers’ Compensation Insurance, classified positions",Employee Benefits,Workers Compensation,Employee Benefits,California
340,3701,,"OPEB, Allocated, certificated positions",Employee Benefits,Retirement Contributions,Employee Benefits,California
341,3702,,"OPEB, Allocated, classified positions",Employee Benefits,Retirement Contributions,Employee Benefits,California
342,3751,,"OPEB, Active Employees, certificated positions",Employee Benefits,Retirement Contributions,Employee Benefits,California
343,3752,,"OPEB, Active Employees, classified positions",Employee Benefits,Retirement Contributions,Employee Benefits,California
344,3901,,"Other Benefits, certificated positions",Employee Benefits,Other Employee Benefits,Employee Benefits,California
345,3902,,"Other Benefits, classified positions",Employee Benefits,Other Employee Benefits,Employee Benefits,California
346,4100,,Approved Textbooks and Core Curricula Materials,Books and Supplies,Instructional Curriculum,Supplies,California
347,4200,,Books and Other Reference Materials,Books and Supplies,Instructional Curriculum,Supplies,California
348,4300,,Materials and Supplies,Books and Supplies,Instructional Curriculum,Supplies,California
349,4400,,Noncapitalized Equipment,Books and Supplies,Other Supplies,Supplies,California
350,4700,,Food,Books and Supplies,Food,Other Financing Uses,California
351,5100,,Subagreements for Services,Services and Other Operating Expenditures,Other Purchased Services,Purchased Professional and Technical Services,California
352,5200,,Travel and Conferences,Services and Other Operating Expenditures,Travel,Purchased Professional and Technical Services,California
353,5300,,Dues and Memberships,Services and Other Operating Expenditures,Miscellaneous,Other Financing Uses,California
354,5400,,Insurance,Services and Other Operating Expenditures,Other Purchased Services,Purchased Professional and Technical Services,California
355,5440,,Pupil Insurance,Services and Other Operating Expenditures,Other Purchased Services,Purchased Professional and Technical Services,California
356,5450,,Other Insurance,Services and Other Operating Expenditures,Other Purchased Services,Purchased Professional and Technical Services,California
357,5500,,Operations and Housekeeping Services,Services and Other Operating Expenditures,Utilities/Energy,Purchased Property Services,California
358,5600,,"Rentals, Leases, Repairs, and Noncapitalized Improvements",Services and Other Operating Expenditures,Rentals,Purchased Property Services,California
359,5710,,Transfers of Direct Costs,Services and Other Operating Expenditures,Miscellaneous,Other Financing Uses,California
360,5750,,Transfers of Direct Costs—Interfund,Services and Other Operating Expenditures,Miscellaneous,Other Financing Uses,California
361,5800,,Professional/Consulting Services and Operating Expenditures,Services and Other Operating Expenditures,Purchased Professional Services,Purchased Professional and Technical Services,California
362,5900,,Communications,Services and Other Operating Expenditures,Other Purchased Services,Purchased Professional and Technical Services,California
363,6100,,Land,Capital Outlay,Land,Capital,California
364,6170,,Land Improvements,Capital Outlay,Land,Capital,California
365,6200,,Buildings and Improvements of Buildings,Capital Outlay,Buildings,Capital,California
366,6300,,Books and Media for New School Libraries or Major Expansion of School Libraries,Capital Outlay,Instructional Curriculum,Supplies,California
367,6400,,Equipment,Capital Outlay,Machinery and Equipment,Capital,California
368,6500,,Equipment Replacement,Capital Outlay,Machinery and Equipment,Capital,California
369,6900,,Depreciation Expense,Capital Outlay,Other Capital,Capital,California
370,7110,,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition,Tuition,Employee Benefits,California
371,7130,,State Special Schools,Tuition,Tuition,Employee Benefits,California
372,7141,,"Other Tuition, Excess Costs, and/or Deficit Payments to Districts or Charter Schools",Tuition,Tuition,Employee Benefits,California
373,7142,,"Other Tuition, Excess Costs, and/or Deficit Payments to County Offices",Tuition,Tuition,Employee Benefits,California
374,7143,,"Other Tuition, Excess Costs, and/or Deficit Payments to JPAs",Tuition,Tuition,Employee Benefits,California
375,7211,,Transfers of Pass-Through Revenues to Districts or Charter Schools,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
376,7212,,Transfers of Pass-Through Revenues to County Offices,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
377,7213,,Transfers of Pass-Through Revenues to JPAs,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
378,7221,,Transfers of Apportionments to Districts or Charter Schools,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
379,7222,,Transfers of Apportionments to County Offices,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
380,7223,,Transfers of Apportionments to JPAs,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
381,7281,,All Other Transfers to Districts or Charter Schools,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
382,7282,,All Other Transfers to County Offices,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
383,7283,,All Other Transfers to JPAs,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
384,7299,,All Other Transfers Out to All Others,Interagency Transfers Out,Miscellaneous,Other Financing Uses,California
385,7310,,Transfers of Indirect Costs,Transfers of Indirect Costs,Miscellaneous,Other Financing Uses,California
386,7350,,Transfers of Indirect Costs - Interfund,Transfers of Indirect Costs,Miscellaneous,Other Financing Uses,California
387,7432,,State School Building Repayments,Debt Service,Debt Service,Other Financing Uses,California
388,7433,,Bond Redemptions,Debt Service,Debt Service,Other Financing Uses,California
389,7434,,Bond Interest and Other Service Chargres,Debt Service,Debt Service,Other Financing Uses,California
390,7435,,Repayment of State School Building Fund Aid - Proceeds from Bonds,Debt Service,Debt Service,Other Financing Uses,California
391,7436,,Payments to Original District for Acquisition of Property,Debt Service,Debt Service,Other Financing Uses,California
392,7438,,Debt Service - Interest,Debt Service,Debt Service,Other Financing Uses,California
393,7439,,Debt Service - Principal,Debt Service,Debt Service,Other Financing Uses,California
394,7611,,From General Fund to Child Development Fund,Other Financing Uses,Miscellaneous,Other Financing Uses,California
395,7612,,Between General Fund and Special Reserve Fund,Other Financing Uses,Miscellaneous,Other Financing Uses,California
396,7613,,To State School Building Fund/County School Facilities Fund from All Other Funds of the District,Other Financing Uses,Miscellaneous,Other Financing Uses,California
397,7614,,From Bond Interest and Redemption Fund to General Fund,Other Financing Uses,Miscellaneous,Other Financing Uses,California
398,7616,,From General Fund to Cafeteria Fund,Other Financing Uses,Miscellaneous,Other Financing Uses,California
399,7619,,Other Authorized Interfund Transfers Out,Other Financing Uses,Miscellaneous,Other Financing Uses,California
400,7651,,Transfers of Funds from Lapsed/Reorganized LEAs,Other Financing Uses,Miscellaneous,Other Financing Uses,California
401,7599,,All Other Financing Uses,Other Financing Uses,Miscellaneous,Other Financing Uses,California
402,,100,Administrator,Salaries,Administrative Salaries,Salaries,Colorado
403,,101,Superintendent,Salaries,Administrative Salaries,Salaries,Colorado
404,,102,"Assistant/Deputy/Associate Superintendent, Senior Executive, Executive Director",Salaries,Administrative Salaries,Salaries,Colorado
405,,103,Non-Instructional Administrator,Salaries,Administrative Salaries,Salaries,Colorado
406,,104,Instructional Administrator,Salaries,Administrative Salaries,Salaries,Colorado
407,,105,Principal (CDE leadership license or authorization),Salaries,Administrative Salaries,Salaries,Colorado
408,,106,Assistant/Deputy/Associate Principal (CDE leadership license or authorization),Salaries,Administrative Salaries,Salaries,Colorado
409,,107,Instructional Program Coordinator/Supervisor,Salaries,Administrative Salaries,Salaries,Colorado
410,,108,Non-Instructional Program Coordinator/Supervisor,Salaries,Administrative Salaries,Salaries,Colorado
411,,120,Board of Cooperative Educational Services (BOCES) Director,Salaries,Administrative Salaries,Salaries,Colorado
412,,200,Professional - Instructional,Salaries,Teachers Salaries,Salaries,Colorado
413,,201,"Teacher, Regular",Salaries,Teachers Salaries,Salaries,Colorado
414,,202,"Teacher, Special Education",Salaries,Special Education Salaries,Salaries,Colorado
415,,204,"Teacher, Permanent Substitute",Salaries,Teachers Salaries,Salaries,Colorado
416,,206,"Teacher, Title I",Salaries,Teachers Salaries,Salaries,Colorado
417,,207,Substitute Teacher:  short term,Salaries,Teachers Salaries,Salaries,Colorado
418,,210,Activities Advisor/Coach,Salaries,Other Salaries,Salaries,Colorado
419,,211,School Counselor,Salaries,Support Staff Salaries,Salaries,Colorado
420,,212,Curriculum Specialist/Consultant,Salaries,Support Staff Salaries,Salaries,Colorado
421,,213,Dean,Salaries,Support Staff Salaries,Salaries,Colorado
422,,214,Education Diagnostician,Salaries,Support Staff Salaries,Salaries,Colorado
423,,215,Instructional Program Consultant,Salaries,Support Staff Salaries,Salaries,Colorado
424,,216,Librarian/Media Consultant,Salaries,Support Staff Salaries,Salaries,Colorado
425,,218,Teacher Mentor/Instructional Coach,Salaries,Support Staff Salaries,Salaries,Colorado
426,,219,Instructional Intern,Salaries,Support Staff Salaries,Salaries,Colorado
427,,220,Behavioral Specialist,Salaries,Special Education Salaries,Salaries,Colorado
428,,221,Autism Specialist,Salaries,Special Education Salaries,Salaries,Colorado
429,,222,Reading Interventionist,Salaries,Special Education Salaries,Salaries,Colorado
430,,223,Math Interventionist,Salaries,Special Education Salaries,Salaries,Colorado
431,,224,Board Certified Behavior Analyst (BCBA),Salaries,Other Salaries,Salaries,Colorado
432,,231,School Audiologist,Salaries,Other Salaries,Salaries,Colorado
433,,232,Licensed Practical Nurse (LPN),Salaries,Support Staff Salaries,Salaries,Colorado
434,,233,"School Nurse, Registered Nurse",Salaries,Support Staff Salaries,Salaries,Colorado
435,,234,School Occupational Therapist,Salaries,Support Staff Salaries,Salaries,Colorado
436,,235,School Physical Therapist,Salaries,Support Staff Salaries,Salaries,Colorado
437,,236,School Psychologist,Salaries,Support Staff Salaries,Salaries,Colorado
438,,237,School Social Worker,Salaries,Support Staff Salaries,Salaries,Colorado
439,,238,School Speech-Language Pathologist,Salaries,Special Education Salaries,Salaries,Colorado
440,,241,Speech-Language Pathology Assistant,Salaries,Special Education Salaries,Salaries,Colorado
441,,242,School Orientation and Mobility Specialist,Salaries,Special Education Salaries,Salaries,Colorado
442,,300,Professional - Other,Salaries,Support Staff Salaries,Salaries,Colorado
443,,301,Health Specialists,Salaries,Support Staff Salaries,Salaries,Colorado
444,,308,Psychiatrist,Salaries,Support Staff Salaries,Salaries,Colorado
445,,309,Psychometrist,Salaries,Support Staff Salaries,Salaries,Colorado
446,,310,Rehabilitation Counselor,Salaries,Support Staff Salaries,Salaries,Colorado
447,,312,Audiometric Technician,Salaries,Other Salaries,Salaries,Colorado
448,,320,Accountant,Salaries,Other Salaries,Salaries,Colorado
449,,322,Administrative/Executive Assistant,Salaries,Administrative Salaries,Salaries,Colorado
450,,323,Admissions Officer,Salaries,Support Staff Salaries,Salaries,Colorado
451,,324,Analyst,Salaries,Other Salaries,Salaries,Colorado
452,,325,Architect,Salaries,Other Salaries,Salaries,Colorado
453,,326,Athletic Trainer,Salaries,Other Salaries,Salaries,Colorado
454,,327,Attendance Officer,Salaries,Support Staff Salaries,Salaries,Colorado
455,,329,Benefits Specialist,Salaries,Support Staff Salaries,Salaries,Colorado
456,,330,Child Find Coordinator,Salaries,Support Staff Salaries,Salaries,Colorado
457,,331,Dietitian/Nutritionist,Salaries,Support Staff Salaries,Salaries,Colorado
458,,332,Engineer,Salaries,Other Salaries,Salaries,Colorado
459,,333,Environmental/Safety/Energy Specialist,Salaries,Other Salaries,Salaries,Colorado
460,,334,Evaluator,Salaries,Other Salaries,Salaries,Colorado
461,,335,Non-Instructional Program Consultant/Coordinator/Supervisor,Salaries,Other Salaries,Salaries,Colorado
462,,336,Instructional Program Consultant/Coordinator/Supervisor,Salaries,Support Staff Salaries,Salaries,Colorado
463,,337,Grant Developer,Salaries,Other Salaries,Salaries,Colorado
464,,339,Insurance/Risk Management Specialist,Salaries,Other Salaries,Salaries,Colorado
465,,340,Internal Auditor,Salaries,Other Salaries,Salaries,Colorado
466,,341,Lawyer,Salaries,Other Salaries,Salaries,Colorado
467,,342,Specialized Professional Manager/Supervisor,Salaries,Administrative Salaries,Salaries,Colorado
